"x"
"CYP27A1"
"PTEN"
"ACTR3"
"IL6"
"ADA"
"MME"
"IFI6"
"SRSF11"
"IFITM1"
"ATXN10"
"FAM120A"
"IL2RB"
"CD59"
"TMEM131"
"OSBPL8"
"SMC1A"
"CORO1A"
"ADNP"
"BCL11A"
"EDRF1"
"RERE"
"DAAM1"
"PRKCB"
"YY1"
"HGF"
"MAL"
"SEMA4C"
"MOB1A"
"PNRC2"
"C3"
"TUG1"
"HS2ST1"
"ATF3"
"SSBP2"
"E2F8"
"FTH1P5"
"SRP9"
"STK17B"
"GM2A"
"ITPR3"
"CAPZA1"
"MBNL1"
"TOP2B"
"CCNB2"
"ADD3"
"NCOA3"
"ABLIM1"
"RPL38"
"PLAU"
"ZFAND6"
"RBM6"
"G0S2"
"CBFB"
"CCDC69"
"CNPY2"
"USP24"
"WASHC4"
"ANP32E"
"ZFP36L1"
"PSME2"
"CCNB1"
"S100A8"
"TMEM258"
"SEPTIN6"
"HNRNPR"
"FAM162A"
"SSR4"
"KANK1"
"ZBED2"
"SELPLG"
"FPR1"
"TRA2B"
"ANP32B"
"SF3B1"
"PHF3"
"DHX15"
"FN1"
"STAG2"
"LPIN1"
"CAPN2"
"CD38"
"SERPINA1"
"HLA-DOB"
"MCUB"
"ATM"
"APOBEC3B"
"CDK1"
"MARCKSL1"
"CLTC"
"LRIG1"
"SPATS2L"
"ROCK1"
"TFDP1"
"MYCBP2"
"SOS1"
"TCF3"
"ATP6V0E1"
"ADARB1"
"GARRE1"
"PPIB"
"TSC1"
"INPP5D"
"SH3BGRL"
"NCF1"
"UQCR11"
"OPTN"
"FBXO11"
"ZHX2"
"WDR11"
"RPL15"
"SP140"
"CFD"
"STK39"
"MTF2"
"NPL"
"CBX3"
"BIK"
"TUBB2B"
"B2M"
"ITGB1"
"CD72"
"LUC7L3"
"RAD21"
"PRKD3"
"RNF111"
"AMZ2"
"MT1X"
"CST7"
"TMEM123"
"CEP57"
"BATF"
"SHCBP1"
"F12"
"BICRAL"
"DESI2"
"RUFY3"
"SFPQ"
"RHOQ"
"VGLL4"
"TRAK1"
"TCF4"
"DDX17"
"SYPL1"
"ADGRE5"
"TCERG1"
"CTSL"
"CKAP2"
"FKBP11"
"TNFRSF8"
"SRSF2"
"GADD45G"
"FGR"
"OFD1"
"SEC14L1"
"RAB20"
"TUT7"
"MT1H"
"DENND1B"
"SOCS2"
"H2BC12"
"TAP1"
"PXDN"
"DGKD"
"RBBP7"
"CHIT1"
"ISG15"
"SLCO2B1"
"EBAG9"
"DHRS9"
"SLTM"
"TMEM243"
"UBA2"
"YWHAB"
"BCAR3"
"HNRNPD"
"IPO5"
"SLC2A5"
"RPA1"
"DMD"
"HADH"
"RASSF2"
"DENR"
"DMXL1"
"CD14"
"PUM2"
"NOL9"
"NKTR"
"DNPH1"
"PRF1"
"BTAF1"
"KRCC1"
"DAPK1"
"GAS2L1"
"ZBTB20"
"MLH1"
"CELF1"
"EIF3A"
"THY1"
"SLC1A4"
"SORD"
"SNX3"
"SLC2A6"
"PSRC1"
"RUBCN"
"STMN1"
"CAP1"
"ZNF106"
"CTTN"
"EPAS1"
"MYOF"
"RHOH"
"NCAPG"
"GMFB"
"LY86"
"FANCI"
"JMJD1C"
"ATRX"
"EAF2"
"RSRC2"
"S100PBP"
"CENPU"
"TGFBI"
"TDP2"
"NFATC1"
"RBM39"
"LAIR1"
"HGSNAT"
"CREB1"
"PXDC1"
"RPS21"
"TOP2A"
"ACTL6A"
"CD6"
"UGP2"
"DICER1"
"PLXND1"
"HDAC1"
"MARF1"
"RAB3GAP2"
"DDIT4"
"MIOS"
"SRSF6"
"RBM26"
"FBXO5"
"DMTF1"
"ARID1A"
"TACC1"
"OGT"
"PTP4A2"
"SACM1L"
"BARD1"
"ATP10D"
"ODC1"
"PDS5A"
"SETD2"
"SLC1A3"
"COL6A1"
"IL15RA"
"ABI1"
"RPS19"
"HIP1R"
"ITPK1"
"PLGRKT"
"ZBED5"
"LPXN"
"SMARCE1"
"BTG1"
"ACTR10"
"CDV3"
"AAK1"
"ABCC10"
"TBL1X"
"TNFAIP8"
"ARL5A"
"ZFR"
"PLA2G7"
"USP7"
"DPP8"
"ASAH1"
"CNOT2"
"AIM2"
"HLA-E"
"RRM1"
"TAF7"
"USP32P2"
"POU2F2"
"YTHDC1"
"ITGAE"
"NDUFB1"
"EIF1B"
"APOE"
"PRDM2"
"GNPDA1"
"CSE1L"
"AP5M1"
"SETX"
"PLPP3"
"SCO2"
"IQGAP1"
"SMC2"
"MFAP1"
"SLC31A2"
"PELI1"
"KRAS"
"CXCR4"
"ALG13"
"XPO1"
"DUSP4"
"PLAAT4"
"NUP153"
"CENPF"
"DCLRE1C"
"RPL36"
"ARHGEF6"
"PPP3CB"
"CYB5A"
"SLC12A7"
"GBP1"
"CDC16"
"HNRNPA3"
"COL3A1"
"JCHAIN"
"GGNBP2"
"HLTF"
"MTO1"
"UQCRQ"
"ZNF395"
"BTG2"
"NENF"
"GMNN"
"EBI3"
"HSD11B1"
"ARHGAP19"
"DNPEP"
"KLHDC2"
"MEF2A"
"PTRH2"
"ARPC5"
"GNA15"
"USPL1"
"RCBTB2"
"HSP90AA1"
"NDUFS5"
"KANK2"
"IARS1"
"LYL1"
"MSRB1"
"RSRP1"
"SERBP1"
"LRRFIP1"
"OGA"
"TXNDC9"
"ATP2A3"
"GZMH"
"ITSN2"
"MAP4K1"
"DLGAP5"
"PNISR"
"PTPN11"
"VCPKMT"
"PPP2CA"
"RPL35A"
"MAPKAPK3"
"SYNCRIP"
"NDUFA3"
"TAF2"
"METTL3"
"SLC19A1"
"PCNP"
"CREG1"
"CSTB"
"WEE1"
"HACD2"
"SKIC3"
"GCH1"
"PSPC1"
"ARF3"
"FOXJ3"
"CD24"
"SP3"
"COX7A2"
"BHLHE40"
"PCM1"
"ERP44"
"MAFF"
"KAT6B"
"MRPS31"
"C2orf42"
"PHIP"
"ADAM28"
"KPNA2"
"ITPR1"
"WAPL"
"KHDRBS1"
"DHFR"
"RBBP8"
"ENOPH1"
"FCRL2"
"ARHGEF18"
"HNRNPH3"
"BLM"
"PRKAR1A"
"TLE4"
"RANBP9"
"CORO1B"
"YWHAZ"
"MTMR1"
"MCTP2"
"ARHGAP17"
"PANK3"
"BUB1B"
"LAG3"
"CCNG1"
"NDC80"
"ORAI2"
"REL"
"TRIM33"
"CAPG"
"PSEN2"
"RARRES1"
"SERPING1"
"ZC3HAV1"
"ENO3"
"NT5C2"
"RBMX"
"MORN3"
"CHST7"
"PIKFYVE"
"FOXN3"
"MSH6"
"RBM5"
"VPS13C"
"GDI2"
"PIGG"
"SERPINF1"
"NUP50"
"ANGEL2"
"JUN"
"ZC3H4"
"DYRK1A"
"RPS27L"
"FABP5"
"AFTPH"
"RAD51AP1"
"TNFRSF10B"
"PSMB5"
"CTCF"
"SRI"
"ATR"
"E2F5"
"SRSF10"
"TNFRSF17"
"KIF5B"
"LAMP3"
"KLF10"
"CPNE3"
"CD163"
"A2M"
"TNIP2"
"KCNK12"
"LRCH3"
"C1orf54"
"USP9X"
"PBK"
"ACTG1"
"NCOR1"
"CAPRIN1"
"TRAPPC8"
"CSK"
"PUM1"
"THAP12"
"PRC1"
"STAT5A"
"MAGED1"
"COX11"
"SMAP1"
"HTATIP2"
"WAC"
"RPL27"
"CNOT1"
"RIPOR2"
"TYROBP"
"RRM2"
"SLIRP"
"TERF2IP"
"NINJ1"
"MAP3K8"
"TAF5"
"HERPUD1"
"KTN1"
"SERPINB6"
"GALNT14"
"RGL2"
"IGF2R"
"DENND5A"
"ATXN7"
"UBE2D3"
"C1QA"
"SAT1"
"GSTO1"
"OSBPL9"
"YIF1A"
"MZB1"
"GNPAT"
"DNMT1"
"ARL6IP5"
"MT1HL1"
"FUCA1"
"GNB1"
"EVI2B"
"RHOF"
"DLG1"
"GNAI3"
"SMCO4"
"COL6A3"
"SKIL"
"UPF3B"
"DSTN"
"FCGR1BP"
"ZNF137P"
"BBLN"
"HMGB1"
"RABEP2"
"CD19"
"MCM6"
"RFC1"
"SLC25A46"
"MTDH"
"ANXA4"
"MVB12B"
"DERL1"
"DRAM1"
"UIMC1"
"PRP4K"
"FDFT1"
"CXCR3"
"MAPK1IP1L"
"MACROH2A1"
"RBBP4"
"RFC3"
"DBF4"
"VCAM1"
"KIF15"
"ATF1"
"THOC2"
"RB1"
"DNAJC9"
"MS4A6A"
"RBL2"
"ICAM1"
"USP6NL"
"PARP1"
"SNRPG"
"NDUFA6"
"GPX4"
"YME1L1"
"SEPTIN2"
"SPATS2"
"R3HDM1"
"NDUFS6"
"C1S"
"USP16"
"C3AR1"
"ZCCHC10"
"VPREB3"
"LYN"
"CEP350"
"TRIM38"
"SRP72"
"HERC2"
"IL13RA1"
"FAM13B"
"TNS1"
"AMIGO2"
"PYCARD"
"MKI67"
"RACGAP1"
"HNRNPC"
"NISCH"
"GUSBP11"
"COX5B"
"MRPL57"
"RAP2C"
"INTS6"
"RNF6"
"EXOC1"
"DNAJC10"
"TSPYL1"
"BCL7A"
"CSNK1A1"
"PDHB"
"EIF2AK3"
"GSS"
"RAD17"
"BRD4"
"MAD2L1"
"ECT2"
"ST13"
"MYBL2"
"RGS1"
"NSD2"
"AHNAK"
"TNFSF13"
"CEP192"
"CSRP2"
"MLXIP"
"MT1E"
"NME3"
"NAA50"
"RC3H2"
"DDX5"
"PARVB"
"DENND5B"
"PER2"
"NCF2"
"ZNF83"
"CNTRL"
"GNAS"
"CENPE"
"SYNRG"
"UBP1"
"MDC1"
"CHST15"
"MVP"
"PHKB"
"RBBP6"
"ARGLU1"
"ARHGDIB"
"DCTD"
"LAMP2"
"PRRC2C"
"MT1F"
"HECTD4"
"RBM12"
"TIMELESS"
"IFI30"
"YTHDF2"
"HLA-DMA"
"UBA3"
"AKAP11"
"CFDP1"
"HMGN4"
"PNN"
"EPS15L1"
"CDK12"
"CKLF"
"HELLS"
"HNRNPA2B1"
"TMPO"
"SERTAD2"
"PTPRO"
"SETBP1"
"PIGB"
"NAP1L1"
"CYRIB"
"DDX39A"
"MPRIP"
"XYLT1"
"SLC7A6"
"DAZAP2"
"ATP5F1E"
"IQCB1"
"SLC7A7"
"MARCHF8"
"RANBP2"
"INTS8"
"C2CD5"
"ETHE1"
"RASAL1"
"ILF3"
"TNFAIP2"
"CETP"
"WTAP"
"PCLAF"
"UBE3A"
"APRT"
"ARFGEF2"
"CBFA2T3"
"RNF103"
"LCP1"
"CHTOP"
"TTC3"
"UBE2L6"
"RCOR1"
"FNBP4"
"HNRNPDL"
"EFR3A"
"NARS1"
"VPS4B"
"AKAP17A"
"ZEB1"
"CDC5L"
"USP4"
"CLIC2"
"ICOS"
"SEC16A"
"MT1G"
"DCPH1"
"ITGB3BP"
"GLIPR1"
"TIMM8B"
"ATP8A1"
"YTHDC2"
"PCNA"
"TIMP2"
"ZNF292"
"GOLGA8A"
"PPP2R3C"
"RALGPS2"
"RNFT2"
"ZNF207"
"SEC31A"
"MARCHF7"
"RPL13"
"HNRNPH1"
"FMR1"
"RPL4"
"CD1C"
"COBLL1"
"MX1"
"PTGER4"
"UTP18"
"IDI1"
"PALM2AKAP2"
"RAB11FIP1"
"TTC39A"
"COPS4"
"TRIM22"
"SUZ12"
"SDF4"
"MAST3"
"PSMD6"
"RAP1B"
"MAP2K1"
"CAMKK2"
"PKN2"
"TMEM147"
"POU2F1"
"SELENOF"
"IFITM2"
"PDS5B"
"PTP4A3"
"TBC1D5"
"APMAP"
"VEGFA"
"DSE"
"NCOA2"
"SYNE2"
"RAB31"
"ITM2A"
"CREBBP"
"TSPAN4"
"ANP32A"
"HEXB"
"MALT1"
"RPS17"
"HSPA4"
"RPS29"
"HLA-C"
"SPAG5"
"RBM15"
"CD86"
"TNFRSF1B"
"PCMTD2"
"ELOB"
"ZNF266"
"INVS"
"RBM25"
"UBR5"
"PSMB9"
"RAC1"
"IFITM3"
"RPL31"
"BTBD1"
"SEC61B"
"ZWINT"
"PLXNA1"
"SRSF1"
"RPL41"
"S100A11"
"NPAT"
"RPL12"
"N4BP2L2"
"RPS28"
"TXNL1"
"EXOSC10"
"GPATCH8"
"G6PC3"
"SLC25A36"
"TASOR"
"ZNF91"
"TRAPPC2"
"SLC67A1"
"GLS"
"SRSF3"
"COMMD8"
"TUBA4A"
"RPL39"
"INPP5F"
"KDM4B"
"SCP2"
"SIGIRR"
"LRRK1"
"RPL30"
"ATP5F1A"
"PCNT"
"CAV1"
"TRAPPC4"
"VAMP5"
"NDUFA2"
"TIAL1"
"PCK2"
"CUL4B"
"EIF2AK2"
"CENPA"
"CRLF3"
"IDE"
"PDCD10"
"RFX5"
"GPSM2"
"STK24"
"RASA1"
"RHOA"
"LRBA"
"RPLP1"
"ABHD3"
"ZNF24"
"KDM5D"
"SLC1A1"
"MMADHC"
"SGMS1"
"ATP5MG"
"UBE4A"
"KIF23"
"TMX4"
"PSME3IP1"
"PHF11"
"NANS"
"CD27"
"CTSZ"
"PDPK1"
"PAPSS1"
"PTPN2"
"TSPO"
"NEDD9"
"NUP205"
"MAST2"
"OGG1"
"COX15"
"PANK2"
"FCER1G"
"PHTF2"
"ANAPC5"
"BCL2L14"
"QPCT"
"NUDT3"
"PAN2"
"CAB39"
"COL4A3"
"BNIP3"
"UBR7"
"FBXO21"
"SEPTIN7"
"HSD17B12"
"MICAL3"
"RESF1"
"SCAF4"
"FOLR1"
"IL16"
"ISCU"
"ALDH5A1"
"MGAT5"
"COX7C"
"EID1"
"SQOR"
"KIF3B"
"ZNF281"
"WDR26"
"ATP5MJ"
"RPL35"
"DNAJC8"
"NSMCE4A"
"NEMF"
"MYO9A"
"DAB2"
"CLASP2"
"COL1A2"
"DHX40"
"RBCK1"
"TUBB6"
"SLC2A3"
"PLP2"
"ATF7IP2"
"CXCL14"
"OAZ1"
"STAG1"
"FBXO9"
"TUBGCP3"
"EDEM1"
"TNKS"
"HDAC9"
"ALCAM"
"PAM"
"ZNF430"
"RARRES2"
"HDGFL3"
"ABCC3"
"RABGEF1"
"USP33"
"GATM"
"NUP210"
"ZCCHC8"
"SUCLA2"
"FKBP1A"
"ZC3H15"
"CCND3"
"RAB3GAP1"
"NDRG1"
"RBM8A"
"TCF12"
"CRTC3"
"TGFB1I1"
"SLCO3A1"
"TNFRSF9"
"CBR3"
"CD164"
"RAB4A"
"TNFRSF1A"
"SUGP2"
"PMS1"
"RPF1"
"AIF1"
"EHD3"
"GNB5"
"CLEC7A"
"YLPM1"
"FSCN1"
"GNPTAB"
"MCM3"
"ESPL1"
"FUBP1"
"FBXL5"
"ZDHHC17"
"SCAF11"
"NOP10"
"YTHDF3"
"SEC24B"
"MED14"
"MARCHF6"
"SNX2"
"DPT"
"SULT1C2"
"FGL2"
"DR1"
"FLI1"
"NDUFS8"
"PRKACB"
"TARDBP"
"GZMA"
"MCM2"
"OGFOD3"
"HTATSF1"
"ADAT1"
"COMT"
"SET"
"TANK"
"HAT1"
"UBASH3A"
"SIRPG"
"ELP1"
"CNIH4"
"CPSF6"
"MED13"
"PLA2G2D"
"FXR1"
"SCAF8"
"BRCA1"
"SGPL1"
"PIK3C2B"
"VAV3"
"KMT2A"
"IL6R"
"ZBTB38"
"ZDHHC14"
"TPGS2"
"TFB2M"
"UBB"
"IGLL3P"
"TTC13"
"EDF1"
"DBI"
"POLR2H"
"PECAM1"
"VRK1"
"PSD4"
"EFEMP2"
"VPS26A"
"EEF1D"
"ATP5ME"
"MPHOSPH9"
"EIF4ENIF1"
"INPP5A"
"RCN1"
"HSPE1"
"CRIP1"
"GIMAP4"
"FDXR"
"AZIN1"
"CLCN3"
"UBE2A"
"MDM1"
"SBF1"
"CUL4A"
"BICD1"
"TIA1"
"MAPRE2"
"ZNF143"
"SEC61G"
"MED23"
"EIF4H"
"ACSL5"
"MSANTD2"
"LEPROTL1"
"TOR1AIP1"
"CCNC"
"VAMP7"
"DDX21"
"POLD4"
"CRYZ"
"UBR2"
"TOMM20"
"DOCK2"
"DOK2"
"CLK1"
"TNC"
"PCMT1"
"RNF138"
"NCOA4"
"H1-2"
"ALMS1"
"NELFCD"
"PTTG1"
"FAU"
"ZBTB1"
"CALR"
"ING3"
"RPSA"
"ZNF318"
